transaction_id,customer_id,transaction_timestamp,product_category,total_amount,payment_method,country,is_returned
447,1026,2023-02-19,Toys,397.44,Bank Transfer,France,0
448,1225,2023-06-26,Toys,198.52,Bank Transfer,France,0
449,1276,2023-04-06,Clothing,223.64,PayPal,India,1
450,1797,2023-04-15,Books,301.08,Bank Transfer,UK,0
451,1608,2023-09-07,Home,298.93,PayPal,UK,0
452,1283,2023-04-27,Clothing,43.01,Credit Card,USA,0
453,1878,2023-12-20,Toys,417.45,Bank Transfer,France,0
454,1959,2023-08-16,Clothing,96.89,Credit Card,USA,0
455,1480,2023-03-07,Books,364.31,Bank Transfer,France,0
456,1452,2023-12-01,Home,388.61,PayPal,USA,0
457,1828,2023-09-19,Books,360.3,PayPal,France,0
458,1815,2023-10-22,Electronics,293.7,PayPal,USA,0
459,1658,2023-08-31,Home,17.16,Credit Card,France,1
460,1515,2023-07-05,Books,186.58,Bank Transfer,USA,0
461,1546,2023-09-03,Toys,306.37,Credit Card,UK,0
462,1191,2023-05-05,Home,199.85,PayPal,India,0
463,1048,2023-09-25,Home,433.11,Credit Card,USA,0
464,1511,2023-05-11,Clothing,161.31,PayPal,India,0
465,1016,2023-08-25,Toys,153.83,PayPal,UK,0
466,1171,2023-01-18,Electronics,140.34,PayPal,UK,0
467,1219,2023-02-09,Books,173.06,Bank Transfer,France,0
468,1157,2023-01-21,Clothing,283.13,Bank Transfer,India,0
469,1476,2023-08-13,Books,356.44,PayPal,Germany,0
470,1045,2023-12-21,Electronics,334.66,Credit Card,France,0
471,1372,2023-10-09,Electronics,405.78,Credit Card,India,0
472,1517,2023-01-08,Home,444.1,Bank Transfer,USA,0
473,1098,2023-04-10,Electronics,409.88,PayPal,USA,0
474,1891,2023-08-28,Books,19.28,Credit Card,UK,1
475,1744,2023-03-28,Toys,370.6,PayPal,Germany,0
476,1036,2023-10-25,Toys,112.12,Credit Card,USA,0
477,1279,2023-01-14,Home,75.13,Bank Transfer,India,0
478,1348,2023-11-30,Books,322.86,PayPal,India,0
479,1496,2023-01-02,Books,166.67,PayPal,USA,0
480,1301,2023-10-20,Electronics,37.99,Credit Card,India,0
481,1180,2023-11-21,Books,77.44,Credit Card,India,0
482,1606,2023-02-10,Clothing,10.46,Credit Card,UK,0
483,1098,2023-11-14,Electronics,452.58,PayPal,Germany,0
484,1699,2023-11-12,Clothing,22.06,Bank Transfer,UK,0
485,1992,2023-04-21,Home,112.63,Bank Transfer,Germany,0
486,1115,2023-01-14,Toys,213.97,Credit Card,India,0
487,1190,2023-08-19,Home,184.72,Bank Transfer,Germany,0
488,1252,2023-03-25,Toys,456.75,Credit Card,India,0
489,1980,2023-05-10,Home,29.74,Bank Transfer,India,0
490,1927,2023-08-19,Books,260.99,PayPal,UK,0
491,1982,2023-11-22,Clothing,343.43,Credit Card,UK,0
492,1160,2023-05-25,Toys,466.53,Bank Transfer,France,0
493,1255,2023-12-11,Electronics,313.98,PayPal,USA,0
494,1322,2023-01-28,Clothing,403.84,Bank Transfer,France,0
495,1127,2023-03-07,Electronics,51.03,PayPal,France,0
496,1017,2023-06-12,Clothing,199.11,PayPal,Germany,0
497,1792,2023-08-17,Clothing,193.23,Bank Transfer,India,0
498,1734,2023-09-18,Home,444.28,Bank Transfer,India,0
499,1565,2023-06-13,Toys,84.17,PayPal,India,0
500,1569,2023-10-28,Toys,84.42,PayPal,USA,0
501,1322,2023-10-30,Clothing,170.99,PayPal,Germany,0
502,1871,2023-10-14,Books,36.69,Credit Card,Germany,0
503,1685,2023-01-10,Books,99.4,PayPal,India,0
504,1791,2023-07-14,Electronics,482.95,Credit Card,France,0
505,1625,2023-04-28,Electronics,219.81,PayPal,USA,0
506,1287,2023-09-27,Home,319.69,Credit Card,France,0
507,1942,2023-03-21,Clothing,365.79,PayPal,UK,0
508,1853,2023-04-03,Electronics,189.81,PayPal,Germany,0
509,1662,2023-09-23,Electronics,82.14,PayPal,Germany,0
510,1961,2023-11-28,Clothing,111.22,Bank Transfer,France,0
511,1638,2023-12-16,Home,163.5,Bank Transfer,USA,0
512,1154,2023-12-27,Electronics,321.67,PayPal,Germany,0
513,1489,2023-09-14,Home,205.16,Credit Card,France,0
514,1385,2023-05-13,Toys,13.34,Credit Card,USA,0
515,1985,2023-10-03,Home,266.47,PayPal,France,0
516,1784,2023-09-21,Books,461.54,Bank Transfer,USA,0
517,1103,2023-06-20,Books,407.92,Credit Card,India,1
518,1928,2023-01-01,Home,414.35,Bank Transfer,USA,1
519,1392,2023-11-09,Books,399.58,Credit Card,UK,0
520,1810,2023-03-05,Toys,168.63,PayPal,India,1
521,1245,2023-10-11,Clothing,384.94,Bank Transfer,France,0
522,1175,2023-05-01,Books,80.15,Credit Card,India,0
523,1038,2023-04-17,Books,332.28,PayPal,India,0
524,1476,2023-06-24,Home,324.37,PayPal,France,0
525,1681,2023-07-23,Toys,22.53,PayPal,France,0
526,1758,2023-06-14,Clothing,396.11,Bank Transfer,UK,1
527,1537,2023-11-01,Home,452.59,Bank Transfer,France,0
528,1866,2023-04-30,Home,141.03,PayPal,Germany,0
529,1817,2023-02-13,Toys,408.07,Bank Transfer,Germany,0
530,1920,2023-11-08,Clothing,50.38,Credit Card,UK,0
531,1407,2023-06-05,Toys,303.98,PayPal,USA,0
532,1524,2023-07-26,Clothing,247.97,PayPal,USA,0
533,1827,2023-04-18,Toys,277.5,Bank Transfer,Germany,0
534,1505,2023-09-08,Home,463.84,PayPal,France,0
535,1902,2023-11-30,Home,436.94,Credit Card,UK,0
536,1824,2023-05-10,Electronics,394.69,Bank Transfer,USA,0
537,1035,2023-10-20,Books,144.11,Bank Transfer,USA,1
538,1684,2023-01-20,Toys,456.79,PayPal,India,0
539,1019,2023-10-09,Electronics,57.78,PayPal,Germany,0
540,1320,2023-10-12,Books,428.13,PayPal,France,0
541,1775,2023-01-01,Toys,170.8,Bank Transfer,UK,0
542,1511,2023-04-29,Clothing,36.35,PayPal,USA,1
543,1399,2023-02-04,Books,337.98,Credit Card,India,0
544,1653,2023-07-17,Home,123.33,PayPal,Germany,0
545,1971,2023-09-02,Electronics,129.35,PayPal,Germany,0
546,1882,2023-02-28,Books,159.96,Bank Transfer,UK,1
547,1470,2023-11-21,Books,41.21,PayPal,USA,0
548,1142,2023-06-10,Home,96.79,Bank Transfer,UK,0
549,1091,2023-06-28,Toys,12.52,PayPal,UK,0
550,1353,2023-07-25,Clothing,228.25,Credit Card,India,0
551,1833,2023-01-12,Home,51.29,Credit Card,Germany,0
552,1799,2023-10-03,Clothing,344.5,Bank Transfer,France,0
553,1726,2023-06-30,Toys,125.46,Bank Transfer,Germany,0
554,1958,2023-08-30,Books,472.35,PayPal,Germany,0
555,1853,2023-08-04,Clothing,436.91,PayPal,India,0
556,1050,2023-09-08,Electronics,151.83,Credit Card,France,0
557,1664,2023-10-26,Electronics,393.78,PayPal,USA,0
558,1697,2023-05-06,Home,403.59,Credit Card,France,0
559,1574,2023-08-05,Toys,493.42,Bank Transfer,USA,0
560,1189,2023-11-02,Home,302.94,PayPal,France,0
561,1124,2023-10-12,Home,50.16,Bank Transfer,UK,0
562,1149,2023-07-04,Home,326.95,PayPal,France,0
563,1313,2023-02-08,Electronics,316.24,Credit Card,India,0
564,1569,2023-08-11,Electronics,322.79,Bank Transfer,USA,0
565,1341,2023-07-03,Home,160.5,Bank Transfer,Germany,0
566,1304,2023-06-27,Electronics,431.24,PayPal,India,0
567,1691,2023-10-21,Toys,480.14,Bank Transfer,USA,0
568,1681,2023-12-06,Home,116.68,Credit Card,USA,0
569,1837,2023-05-31,Electronics,53.19,Bank Transfer,Germany,1
570,1782,2023-05-06,Clothing,105.32,Bank Transfer,UK,0
571,1053,2023-10-28,Home,412.07,PayPal,India,0
572,1443,2023-11-04,Home,341.56,Bank Transfer,Germany,0
573,1612,2023-12-02,Toys,321.66,PayPal,Germany,0
574,1992,2023-08-22,Books,206.88,PayPal,UK,0
575,1263,2023-01-08,Books,293.14,Bank Transfer,India,0
576,1052,2023-12-07,Toys,160.86,Credit Card,Germany,0
577,1571,2023-05-09,Toys,243.83,PayPal,UK,0
578,1619,2023-09-21,Toys,398.6,Bank Transfer,India,0
579,1004,2023-06-06,Books,490.81,PayPal,France,0
580,1102,2023-12-18,Toys,466.92,Credit Card,USA,0
581,1195,2023-12-24,Electronics,467.59,Credit Card,UK,0
582,1773,2023-01-05,Home,207.09,PayPal,USA,0
583,1876,2023-03-27,Home,239.71,Credit Card,France,0
584,1991,2023-06-24,Clothing,355.76,Bank Transfer,Germany,0
585,1883,2023-10-17,Clothing,461.87,Bank Transfer,Germany,0
586,1349,2023-07-12,Home,79.58,PayPal,India,0
587,1046,2023-11-07,Electronics,159.08,Credit Card,UK,0
588,1866,2023-04-29,Books,78.23,Bank Transfer,UK,0
589,1822,2023-08-06,Books,309.88,Bank Transfer,India,0
590,1935,2023-04-24,Electronics,160.09,Bank Transfer,USA,0
591,1819,2023-05-25,Books,169.79,PayPal,Germany,0
592,1655,2023-01-26,Toys,44.75,PayPal,Germany,0
593,1268,2023-05-16,Home,181.4,Bank Transfer,UK,0
594,1369,2023-10-30,Home,432.62,Bank Transfer,UK,0
595,1635,2023-08-20,Electronics,124.21,Credit Card,India,1
596,1105,2023-03-17,Books,350.64,Credit Card,France,0
597,1669,2023-11-24,Clothing,318.52,Credit Card,USA,0
598,1658,2023-12-11,Clothing,433.11,PayPal,France,0
599,1656,2023-10-29,Books,74.82,Bank Transfer,France,0
600,1119,2023-10-16,Clothing,489.02,PayPal,UK,0
601,1830,2023-01-01,Electronics,295.49,Bank Transfer,UK,0
602,1786,2023-05-27,Electronics,497.78,Credit Card,UK,0
603,1603,2023-10-14,Books,456.64,Credit Card,France,0
604,1057,2023-05-22,Clothing,118.54,Credit Card,USA,0
605,1950,2023-02-22,Electronics,37.52,Credit Card,UK,0
606,1345,2023-10-31,Electronics,135.26,Bank Transfer,Germany,0
607,1740,2023-03-10,Toys,268.51,Credit Card,USA,0
608,1473,2023-12-27,Toys,94.08,Bank Transfer,Germany,0
609,1116,2023-03-31,Electronics,92.06,Bank Transfer,USA,0
610,1829,2023-08-08,Books,236.67,PayPal,UK,0
611,1790,2023-07-11,Home,26.3,Credit Card,India,1
612,1126,2023-03-04,Home,69.73,Credit Card,UK,0
613,1392,2023-03-14,Electronics,213.77,PayPal,France,0
614,1907,2023-06-10,Electronics,40.93,Bank Transfer,France,0
615,1640,2023-06-18,Electronics,204.41,Credit Card,USA,1
616,1057,2023-03-30,Books,242.26,Bank Transfer,France,0
617,1633,2023-06-25,Toys,231.12,PayPal,UK,0
618,1512,2023-09-26,Electronics,435.9,Bank Transfer,Germany,0
619,1750,2023-03-14,Electronics,269.73,Credit Card,UK,0
620,1801,2023-09-02,Clothing,239.31,Bank Transfer,USA,0
621,1095,2023-03-18,Books,211.25,Bank Transfer,France,0
622,1637,2023-06-08,Electronics,410.64,Credit Card,Germany,0
623,1117,2023-11-20,Clothing,448.58,Credit Card,India,0
624,1559,2023-04-08,Home,428.09,Bank Transfer,Germany,0
625,1600,2023-04-12,Electronics,340.04,Bank Transfer,Germany,0
626,1487,2023-05-12,Electronics,77.31,PayPal,UK,0
627,1236,2023-04-12,Clothing,145.67,Credit Card,India,0
628,1884,2023-01-19,Books,32.57,Bank Transfer,USA,0
629,1896,2023-03-23,Electronics,466.1,Credit Card,USA,1
630,1271,2023-10-06,Home,333.79,PayPal,Germany,0
631,1188,2023-12-05,Electronics,375.72,Bank Transfer,Germany,0
632,1998,2023-12-31,Home,162.67,Bank Transfer,France,0
633,1703,2023-11-27,Toys,424.37,Bank Transfer,India,0
634,1446,2023-05-09,Toys,137.21,Credit Card,Germany,1
635,1580,2023-12-10,Home,10.81,PayPal,France,0
636,1789,2023-11-06,Books,194.44,Credit Card,India,0
637,1860,2023-03-30,Electronics,289.67,Bank Transfer,USA,0
638,1246,2023-08-01,Electronics,244.57,PayPal,France,1
639,1962,2023-05-23,Toys,432.42,Bank Transfer,India,0
640,1075,2023-03-06,Home,61.65,Bank Transfer,France,0
641,1153,2023-03-17,Electronics,281.37,Credit Card,Germany,0
642,1655,2023-07-18,Electronics,261.36,Bank Transfer,UK,0
643,1434,2023-05-23,Books,147.88,PayPal,USA,0
644,1996,2023-11-12,Clothing,412.89,Bank Transfer,Germany,1
645,1085,2023-04-03,Toys,378.9,Bank Transfer,Germany,1
646,1696,2023-11-01,Toys,369.1,Credit Card,India,0
647,1284,2023-08-12,Clothing,439.33,PayPal,France,0
648,1973,2023-10-18,Electronics,364.16,Credit Card,USA,0
649,1219,2023-04-12,Books,123.6,Bank Transfer,Germany,1
650,1068,2023-09-24,Books,355.73,Credit Card,India,0
651,1046,2023-12-21,Toys,160.77,Credit Card,USA,0
652,1093,2023-04-20,Books,128.67,Credit Card,France,1
653,1749,2023-11-26,Clothing,45.77,Credit Card,Germany,0
654,1957,2023-09-22,Electronics,374.57,Bank Transfer,Germany,0
655,1452,2023-01-03,Clothing,358.39,Bank Transfer,Germany,0
656,1203,2023-03-26,Home,124.9,PayPal,USA,0
657,1911,2023-10-09,Toys,377.2,Credit Card,USA,0
658,1217,2023-11-24,Books,459.74,Credit Card,USA,0
659,1473,2023-10-31,Home,62.93,PayPal,USA,0
660,1431,2023-04-27,Books,123.99,Credit Card,India,0
661,1340,2023-08-09,Electronics,377.63,PayPal,UK,0
662,1550,2023-06-03,Electronics,144.51,Bank Transfer,India,0
663,1611,2023-06-02,Electronics,316.09,PayPal,Germany,1
664,1288,2023-01-12,Books,49.77,Credit Card,India,0
665,1253,2023-05-13,Home,231.58,PayPal,France,0
666,1733,2023-10-31,Electronics,372.15,Bank Transfer,USA,0
667,1356,2023-10-20,Home,346.39,Credit Card,France,1
668,1022,2023-10-27,Books,409.39,Bank Transfer,France,0
669,1761,2023-08-16,Home,439.95,Bank Transfer,Germany,0
670,1521,2023-09-28,Books,388.86,PayPal,USA,1
671,1757,2023-02-12,Books,339.08,Bank Transfer,France,0
672,1836,2023-12-09,Toys,25.54,Credit Card,Germany,1
673,1099,2023-11-22,Books,272.13,Bank Transfer,USA,1
674,1801,2023-10-29,Books,28.47,Bank Transfer,UK,1
675,1179,2023-12-30,Clothing,405.95,PayPal,Germany,0
676,1222,2023-01-21,Electronics,167.16,Bank Transfer,India,0
677,1905,2023-04-17,Toys,285.59,PayPal,USA,0
678,1761,2023-12-02,Toys,146.93,PayPal,France,0
679,1658,2023-10-30,Toys,393.43,Credit Card,France,0
680,1441,2023-04-27,Clothing,444.39,Credit Card,India,0
681,1607,2023-05-04,Books,205.33,Credit Card,India,0
682,1768,2023-10-08,Electronics,432.83,Credit Card,France,0
683,1324,2023-10-19,Home,140.87,PayPal,USA,0
684,1515,2023-07-22,Books,271.98,Bank Transfer,Germany,0
685,1015,2023-02-20,Clothing,430.79,Credit Card,India,0
686,1791,2023-09-28,Books,169.68,Credit Card,India,0
687,1335,2023-11-20,Books,477.48,Credit Card,India,0
688,1758,2023-10-04,Clothing,69.72,Bank Transfer,UK,0
689,1257,2023-05-21,Toys,18.95,Credit Card,USA,0
690,1496,2023-10-02,Toys,453.03,Bank Transfer,USA,0
691,1987,2023-10-17,Electronics,43.64,PayPal,USA,0
692,1895,2023-11-30,Electronics,496.03,PayPal,USA,0
693,1159,2023-02-21,Toys,476.18,PayPal,USA,0
694,1474,2023-01-27,Home,77.14,Bank Transfer,France,0
695,1851,2023-06-06,Books,273.42,Credit Card,India,0
696,1663,2023-08-27,Home,100.61,Credit Card,France,0
697,1907,2023-06-05,Books,219.8,Credit Card,UK,0
698,1689,2023-10-18,Toys,40.1,Credit Card,Germany,1
699,1674,2023-05-16,Electronics,119.72,Credit Card,India,0
700,1379,2023-05-24,Electronics,188.0,Bank Transfer,UK,1
701,1544,2023-04-16,Home,224.94,PayPal,France,0
702,1928,2023-06-07,Electronics,488.97,Credit Card,Germany,0
703,1956,2023-05-26,Toys,405.85,PayPal,UK,0
704,1690,2023-01-02,Home,371.33,Bank Transfer,Germany,0
705,1426,2023-03-18,Books,273.15,Bank Transfer,UK,0
706,1612,2023-05-12,Electronics,421.6,Credit Card,France,0
707,1267,2023-03-31,Clothing,176.27,Bank Transfer,Germany,0
708,1834,2023-12-11,Electronics,357.36,PayPal,UK,0
709,1576,2023-12-16,Books,496.95,Credit Card,France,0
710,1416,2023-09-20,Home,164.17,Credit Card,India,0
711,1167,2023-12-17,Books,340.27,PayPal,France,1
712,1841,2023-04-18,Clothing,423.71,Credit Card,France,0
713,1042,2023-03-15,Toys,458.75,Credit Card,India,0
714,1555,2023-02-08,Electronics,361.79,PayPal,France,0
715,1284,2023-06-08,Home,148.97,Credit Card,India,0
716,1396,2023-03-12,Toys,169.88,Credit Card,India,0
717,1011,2023-11-08,Books,20.17,PayPal,India,0
718,1606,2023-08-29,Home,382.83,Bank Transfer,UK,0
719,1301,2023-10-25,Toys,30.94,PayPal,Germany,1
720,1897,2023-02-05,Home,433.68,Credit Card,UK,0
721,1252,2023-03-25,Clothing,68.14,PayPal,India,1
722,1498,2023-09-20,Clothing,94.22,Credit Card,Germany,1
723,1753,2023-11-06,Electronics,243.5,Credit Card,Germany,0
724,1034,2023-06-21,Electronics,371.56,PayPal,India,0
725,1726,2023-06-22,Clothing,78.11,Credit Card,Germany,0
726,1848,2023-12-28,Home,225.63,Bank Transfer,Germany,0
727,1089,2023-02-16,Clothing,246.6,Credit Card,UK,0
728,1775,2023-05-21,Electronics,114.02,PayPal,Germany,0
729,1604,2023-04-28,Clothing,66.62,Bank Transfer,India,0
730,1921,2023-10-04,Clothing,419.85,Bank Transfer,USA,0
731,1969,2023-08-02,Home,256.21,Credit Card,USA,0
732,1601,2023-08-08,Toys,17.05,PayPal,USA,0
733,1417,2023-01-26,Electronics,403.46,Credit Card,India,0
734,1114,2023-01-09,Home,490.59,Credit Card,USA,0
735,1616,2023-09-28,Clothing,306.9,PayPal,UK,0
736,1902,2023-01-10,Clothing,256.82,PayPal,India,0
737,1195,2023-05-01,Toys,440.42,Credit Card,India,0
738,1825,2023-05-05,Electronics,476.73,Bank Transfer,India,0
739,1500,2023-06-19,Electronics,379.72,Credit Card,Germany,0
740,1625,2023-03-13,Books,228.27,Bank Transfer,Germany,0
741,1492,2023-06-01,Electronics,300.19,Credit Card,Germany,0
742,1074,2023-07-27,Toys,353.46,PayPal,France,0
743,1412,2023-02-18,Books,105.19,Bank Transfer,UK,0
744,1375,2023-06-03,Books,229.13,PayPal,India,0
745,1419,2023-12-13,Clothing,416.61,PayPal,India,0
746,1728,2023-10-20,Clothing,330.82,PayPal,Germany,0
747,1276,2023-03-09,Electronics,211.49,PayPal,India,0
748,1760,2023-02-19,Books,335.05,PayPal,India,0
749,1675,2023-06-01,Clothing,67.93,Credit Card,USA,0
750,1393,2023-01-19,Toys,206.73,Bank Transfer,India,0
751,1868,2023-04-10,Clothing,398.63,Credit Card,France,0
752,1456,2023-03-01,Clothing,118.05,Credit Card,Germany,0
753,1919,2023-06-16,Books,101.12,Credit Card,UK,0
754,1191,2023-07-21,Books,475.9,PayPal,UK,0
755,1738,2023-12-11,Home,112.85,Credit Card,USA,0
756,1688,2023-05-26,Toys,137.85,Bank Transfer,UK,0
757,1098,2023-06-13,Books,485.11,Credit Card,UK,0
758,1547,2023-08-30,Electronics,370.01,PayPal,Germany,0
759,1977,2023-03-10,Toys,352.8,Bank Transfer,Germany,0
760,1998,2023-06-24,Toys,427.93,Bank Transfer,France,0
761,1095,2023-02-18,Books,66.75,Bank Transfer,USA,0
762,1663,2023-04-18,Toys,355.92,Bank Transfer,UK,0
763,1662,2023-08-14,Books,256.81,Credit Card,France,0
764,1189,2023-06-10,Clothing,416.28,PayPal,USA,1
765,1735,2023-04-29,Home,258.99,Bank Transfer,UK,0
766,1036,2023-05-29,Clothing,313.92,Bank Transfer,UK,0
767,1779,2023-05-30,Books,244.09,PayPal,Germany,0
768,1368,2023-10-20,Books,244.3,Credit Card,India,0
769,1694,2023-05-23,Clothing,386.31,Bank Transfer,USA,0
770,1524,2023-06-09,Electronics,318.0,Credit Card,UK,1
771,1278,2023-01-11,Electronics,320.3,Credit Card,USA,0
772,1216,2023-05-18,Electronics,230.64,Credit Card,France,0
773,1866,2023-03-19,Books,270.24,Credit Card,France,0
774,1872,2023-03-18,Toys,375.4,Bank Transfer,India,0
775,1797,2023-09-11,Books,414.71,Bank Transfer,UK,1
776,1272,2023-09-15,Toys,351.32,Credit Card,Germany,0
777,1880,2023-11-16,Clothing,462.8,Credit Card,UK,0
778,1061,2023-10-18,Home,411.96,PayPal,USA,0
779,1595,2023-09-20,Toys,285.31,PayPal,France,0
780,1879,2023-03-26,Electronics,338.99,PayPal,USA,0
781,1728,2023-05-26,Books,463.89,Bank Transfer,India,0
782,1341,2023-11-19,Clothing,313.39,PayPal,France,0
783,1396,2023-02-11,Electronics,414.16,Bank Transfer,Germany,0
784,1698,2023-05-05,Clothing,347.52,Bank Transfer,France,0
785,1018,2023-06-16,Home,280.45,Bank Transfer,UK,0
786,1176,2023-08-29,Books,128.5,Bank Transfer,UK,0
787,1611,2023-10-07,Books,218.74,PayPal,France,0
788,1395,2023-07-07,Home,484.19,Credit Card,India,0
789,1444,2023-10-29,Books,332.31,Credit Card,UK,0
790,1232,2023-01-19,Toys,286.55,Credit Card,UK,0
791,1914,2023-03-09,Clothing,467.15,PayPal,Germany,0
792,1075,2023-08-06,Electronics,297.39,Credit Card,France,0
793,1264,2023-04-12,Home,267.78,PayPal,UK,0
794,1454,2023-02-11,Toys,382.06,PayPal,India,0
795,1795,2023-10-15,Electronics,359.21,PayPal,USA,0
796,1717,2023-06-16,Electronics,104.65,Credit Card,France,1
797,1734,2023-04-19,Home,240.94,Credit Card,Germany,0
798,1383,2023-02-05,Toys,241.53,Credit Card,UK,0
799,1563,2023-08-20,Electronics,195.33,Bank Transfer,India,0
800,1850,2023-08-17,Electronics,263.47,PayPal,France,0
801,1505,2023-12-19,Toys,212.42,Bank Transfer,India,0
802,1366,2023-06-13,Books,107.68,PayPal,India,0
803,1143,2023-03-14,Electronics,212.06,Credit Card,Germany,0
804,1884,2023-05-16,Clothing,45.42,PayPal,France,0
805,1068,2023-12-19,Toys,292.14,PayPal,UK,0
806,1098,2023-03-11,Electronics,428.29,Bank Transfer,Germany,0
807,1395,2023-07-15,Home,365.39,PayPal,UK,0
808,1024,2023-09-26,Clothing,186.59,Credit Card,USA,0
809,1947,2023-02-18,Electronics,52.66,PayPal,India,0
810,1890,2023-11-12,Clothing,109.05,PayPal,USA,0
811,1468,2023-05-10,Clothing,277.29,PayPal,India,0
812,1483,2023-01-05,Books,111.46,Bank Transfer,Germany,1
813,1564,2023-01-27,Clothing,276.55,PayPal,UK,0
814,1150,2023-06-09,Books,123.48,PayPal,UK,0
815,1143,2023-05-29,Toys,425.97,Bank Transfer,Germany,0
816,1568,2023-09-21,Books,204.66,Bank Transfer,France,0
817,1038,2023-08-18,Home,130.32,Bank Transfer,USA,1
818,1108,2023-07-19,Electronics,408.04,Bank Transfer,USA,0
819,1692,2023-02-19,Toys,177.99,Credit Card,UK,0
820,1041,2023-03-08,Toys,64.63,Credit Card,UK,0
821,1185,2023-10-27,Home,289.5,PayPal,UK,0
822,1934,2023-02-27,Books,294.97,Credit Card,Germany,0
823,1397,2023-09-16,Electronics,360.2,PayPal,France,0
824,1222,2023-12-08,Books,127.71,Credit Card,USA,0
825,1633,2023-11-22,Clothing,227.45,Bank Transfer,India,0
826,1132,2023-05-10,Books,148.36,Bank Transfer,Germany,0
827,1162,2023-08-03,Toys,49.67,Credit Card,USA,0
828,1214,2023-06-21,Electronics,439.54,Credit Card,France,0
829,1732,2023-09-15,Books,367.15,PayPal,Germany,0
830,1234,2023-04-12,Electronics,157.72,PayPal,USA,0
831,1842,2023-07-28,Electronics,303.69,PayPal,Germany,0
832,1657,2023-10-18,Clothing,108.62,Bank Transfer,USA,0
833,1750,2023-12-20,Clothing,446.22,Bank Transfer,USA,0
834,1587,2023-10-13,Toys,66.3,Bank Transfer,France,0
835,1008,2023-04-26,Home,11.88,Bank Transfer,India,0
836,1073,2023-09-21,Electronics,255.98,PayPal,France,0
837,1953,2023-05-30,Home,295.73,Bank Transfer,USA,0
838,1491,2023-10-27,Toys,293.69,Bank Transfer,Germany,0
839,1912,2023-02-05,Electronics,36.71,Bank Transfer,France,1
840,1252,2023-11-29,Electronics,163.88,Bank Transfer,India,1
841,1229,2023-10-14,Home,254.61,Credit Card,USA,0
842,1518,2023-10-30,Books,116.12,PayPal,France,0
843,1173,2023-11-07,Clothing,437.59,PayPal,France,0
844,1652,2023-07-27,Books,52.68,Bank Transfer,France,0
845,1167,2023-04-16,Home,248.82,Credit Card,France,0
846,1169,2023-06-07,Clothing,348.79,PayPal,Germany,0
847,1392,2023-05-01,Books,138.26,PayPal,India,0
848,1945,2023-02-24,Clothing,315.88,Bank Transfer,India,0
849,1794,2023-01-12,Electronics,416.4,Bank Transfer,USA,1
850,1633,2023-05-25,Books,103.27,PayPal,UK,0
851,1193,2023-05-16,Clothing,459.44,PayPal,Germany,0
852,1516,2023-01-03,Clothing,281.24,Credit Card,USA,0
853,1028,2023-05-24,Clothing,156.62,PayPal,USA,0
854,1164,2023-01-30,Books,221.12,PayPal,France,0
855,1421,2023-08-25,Toys,162.97,Bank Transfer,UK,1
856,1338,2023-10-06,Books,365.3,PayPal,UK,0
857,1647,2023-12-14,Home,400.19,Bank Transfer,Germany,0
858,1495,2023-04-25,Books,418.14,PayPal,UK,0
859,1364,2023-04-14,Clothing,493.03,PayPal,USA,0
860,1832,2023-04-28,Electronics,397.73,PayPal,UK,0
861,1341,2023-01-05,Books,304.68,Credit Card,UK,0
862,1499,2023-12-26,Books,176.22,Bank Transfer,India,0
863,1656,2023-09-05,Clothing,276.85,Credit Card,USA,0
864,1510,2023-12-30,Electronics,30.12,PayPal,UK,0
865,1326,2023-11-17,Electronics,374.96,Credit Card,UK,0
866,1216,2023-05-01,Home,228.52,Bank Transfer,France,1
867,1300,2023-10-13,Books,19.81,PayPal,UK,0
868,1131,2023-05-29,Electronics,40.63,Credit Card,UK,0
869,1803,2023-03-25,Electronics,199.86,Credit Card,India,0
870,1069,2023-08-19,Toys,295.88,Bank Transfer,USA,1
871,1251,2023-10-15,Toys,237.46,Credit Card,Germany,0
872,1414,2023-06-10,Electronics,313.41,Bank Transfer,USA,0
873,1786,2023-09-29,Home,245.34,PayPal,France,0
874,1444,2023-02-07,Electronics,334.23,PayPal,USA,0
875,1875,2023-08-14,Clothing,117.37,Credit Card,UK,0
876,1181,2023-05-22,Books,65.29,PayPal,France,0
877,1166,2023-10-19,Home,302.25,PayPal,USA,0
878,1090,2023-05-31,Clothing,247.5,Credit Card,France,0
879,1713,2023-04-24,Home,23.17,PayPal,Germany,1
880,1857,2023-08-25,Clothing,196.44,Credit Card,USA,0
881,1530,2023-03-07,Books,62.0,Bank Transfer,UK,0
882,1038,2023-12-27,Books,270.36,Bank Transfer,France,0
883,1125,2023-12-07,Toys,203.93,Bank Transfer,India,0
884,1450,2023-09-15,Clothing,310.44,Credit Card,France,0
885,1172,2023-09-06,Toys,404.75,Credit Card,India,0
886,1652,2023-11-27,Clothing,156.84,PayPal,UK,0
887,1753,2023-11-19,Toys,481.43,PayPal,Germany,0
888,1219,2023-06-29,Books,272.46,PayPal,India,0
889,1637,2023-07-09,Home,312.96,PayPal,Germany,0
890,1057,2023-06-03,Toys,343.53,PayPal,France,0
891,1659,2023-07-15,Clothing,336.7,Credit Card,UK,0
892,1475,2023-11-07,Clothing,260.38,Credit Card,India,0
893,1455,2023-09-19,Books,220.09,Bank Transfer,France,0
894,1828,2023-05-23,Clothing,36.35,Bank Transfer,USA,0
